Município 1,Município 2,Distancia (km),Distancia Euclidiana,População 1,População 2,Pos_X 1,Pos_Y 1,Pos_X 2,Pos_Y 2
Covilhã,Pampilhosa da Serra,85,36,46457,4083,-7.562608695921052,40.25671498955834,-7.916366611642665,40.08431355129414
Pampilhosa da Serra,Covilhã,85,36,4083,46457,-7.916366611642665,40.08431355129414,-7.562608695921052,40.25671498955834
Arganil,Góis,67,17,11065,3811,-7.985487168754595,40.229037321199954,-8.089432191885209,40.102539708643384
Góis,Arganil,67,17,3811,11065,-8.089432191885209,40.102539708643384,-7.985487168754595,40.229037321199954
Arganil,Oliveira do Hospital,34,19,11065,19416,-7.985487168754595,40.229037321199954,-7.863722055120749,40.36846396914453
Oliveira do Hospital,Arganil,34,19,19416,11065,-7.863722055120749,40.36846396914453,-7.985487168754595,40.229037321199954
Arganil,Pampilhosa da Serra,89,17,11065,4083,-7.985487168754595,40.229037321199954,-7.916366611642665,40.08431355129414
Pampilhosa da Serra,Arganil,89,17,4083,11065,-7.916366611642665,40.08431355129414,-7.985487168754595,40.229037321199954
Arganil,Tábua,17,12,11065,11161,-7.985487168754595,40.229037321199954,-8.015191029372733,40.33416446445136
Tábua,Arganil,17,12,11161,11065,-8.015191029372733,40.33416446445136,-7.985487168754595,40.229037321199954
Góis,Pampilhosa da Serra,22,15,3811,4083,-8.089432191885209,40.102539708643384,-7.916366611642665,40.08431355129414
Pampilhosa da Serra,Góis,22,15,4083,3811,-7.916366611642665,40.08431355129414,-8.089432191885209,40.102539708643384
Góis,Castanheira de Pera,46,13,3811,2657,-8.089432191885209,40.102539708643384,-8.195807367068257,40.01994991558458
Castanheira de Pera,Góis,46,13,2657,3811,-8.195807367068257,40.01994991558458,-8.089432191885209,40.102539708643384
Góis,Pedrógão Grande,30,20,3811,3391,-8.089432191885209,40.102539708643384,-8.182581184218343,39.93493191974301
Pedrógão Grande,Góis,30,20,3391,3811,-8.182581184218343,39.93493191974301,-8.089432191885209,40.102539708643384
Oliveira do Hospital,Tábua,18,13,19416,11161,-7.863722055120749,40.36846396914453,-8.015191029372733,40.33416446445136
Tábua,Oliveira do Hospital,18,13,11161,19416,-8.015191029372733,40.33416446445136,-7.863722055120749,40.36846396914453
Pampilhosa da Serra,Oleiros,28,16,4083,4905,-7.916366611642665,40.08431355129414,-7.871113969945414,39.944581166245186
Oleiros,Pampilhosa da Serra,28,16,4905,4083,-7.871113969945414,39.944581166245186,-7.916366611642665,40.08431355129414
Pampilhosa da Serra,Sertã,50,33,4083,14770,-7.916366611642665,40.08431355129414,-8.09917676799779,39.824435929739565
Sertã,Pampilhosa da Serra,50,33,14770,4083,-8.09917676799779,39.824435929739565,-7.916366611642665,40.08431355129414
Pampilhosa da Serra,Pedrógão Grande,41,28,4083,3391,-7.916366611642665,40.08431355129414,-8.182581184218343,39.93493191974301
Pedrógão Grande,Pampilhosa da Serra,41,28,3391,4083,-8.182581184218343,39.93493191974301,-7.916366611642665,40.08431355129414
Idanha-a-Nova,Penamacor,54,31,8356,4768,-7.113037045966672,39.900286411270066,-7.136770476979396,40.17652248928864
Penamacor,Idanha-a-Nova,54,31,4768,8356,-7.136770476979396,40.17652248928864,-7.113037045966672,39.900286411270066
Idanha-a-Nova,Castelo Branco,48,34,8356,52291,-7.113037045966672,39.900286411270066,-7.50165941179823,39.854838587865665
Castelo Branco,Idanha-a-Nova,48,34,52291,8356,-7.50165941179823,39.854838587865665,-7.113037045966672,39.900286411270066
Castelo Branco,Oleiros,122,33,52291,4905,-7.50165941179823,39.854838587865665,-7.871113969945414,39.944581166245186
Oleiros,Castelo Branco,122,33,4905,52291,-7.871113969945414,39.944581166245186,-7.50165941179823,39.854838587865665
Castelo Branco,Vila Velha de Ródão,97,24,52291,3285,-7.50165941179823,39.854838587865665,-7.663771524146859,39.68092975313325
Vila Velha de Ródão,Castelo Branco,97,24,3285,52291,-7.663771524146859,39.68092975313325,-7.50165941179823,39.854838587865665
Castelo Branco,Proença-a-Nova,120,33,52291,7170,-7.50165941179823,39.854838587865665,-7.855782296206597,39.73829805671649
Proença-a-Nova,Castelo Branco,120,33,7170,52291,-7.855782296206597,39.73829805671649,-7.50165941179823,39.854838587865665
Oleiros,Sertã,25,24,4905,14770,-7.871113969945414,39.944581166245186,-8.09917676799779,39.824435929739565
Sertã,Oleiros,25,24,14770,4905,-8.09917676799779,39.824435929739565,-7.871113969945414,39.944581166245186
Oleiros,Proença-a-Nova,25,23,4905,7170,-7.871113969945414,39.944581166245186,-7.855782296206597,39.73829805671649
Proença-a-Nova,Oleiros,25,23,7170,4905,-7.855782296206597,39.73829805671649,-7.871113969945414,39.944581166245186
Proença-a-Nova,Sertã,26,23,7170,14770,-7.855782296206597,39.73829805671649,-8.09917676799779,39.824435929739565
Sertã,Proença-a-Nova,26,23,14770,7170,-8.09917676799779,39.824435929739565,-7.855782296206597,39.73829805671649
Proença-a-Nova,Vila Velha de Ródão,26,18,7170,3285,-7.855782296206597,39.73829805671649,-7.663771524146859,39.68092975313325
Vila Velha de Ródão,Proença-a-Nova,26,18,3285,7170,-7.663771524146859,39.68092975313325,-7.855782296206597,39.73829805671649
Proença-a-Nova,Mação,39,18,7170,6402,-7.855782296206597,39.73829805671649,-7.974880819137564,39.605177395759
Mação,Proença-a-Nova,39,18,6402,7170,-7.974880819137564,39.605177395759,-7.855782296206597,39.73829805671649
Sertã,Vila de Rei,23,16,14770,3279,-8.09917676799779,39.824435929739565,-8.14431245095124,39.68311813533474
Vila de Rei,Sertã,23,16,3279,14770,-8.14431245095124,39.68311813533474,-8.09917676799779,39.824435929739565
Sertã,Figueiró dos Vinhos,26,19,14770,5281,-8.09917676799779,39.824435929739565,-8.282069512895818,39.92521554881996
Figueiró dos Vinhos,Sertã,26,19,5281,14770,-8.282069512895818,39.92521554881996,-8.09917676799779,39.824435929739565
Sertã,Mação,58,27,14770,6402,-8.09917676799779,39.824435929739565,-7.974880819137564,39.605177395759
Mação,Sertã,58,27,6402,14770,-7.974880819137564,39.605177395759,-8.09917676799779,39.824435929739565
Sertã,Ferreira do Zêzere,31,22,14770,7801,-8.09917676799779,39.824435929739565,-8.316881376963932,39.721355363835016
Ferreira do Zêzere,Sertã,31,22,7801,14770,-8.316881376963932,39.721355363835016,-8.09917676799779,39.824435929739565
Sertã,Pedrógão Grande,18,14,14770,3391,-8.09917676799779,39.824435929739565,-8.182581184218343,39.93493191974301
Pedrógão Grande,Sertã,18,14,3391,14770,-8.182581184218343,39.93493191974301,-8.09917676799779,39.824435929739565
Vila Velha de Ródão,Nisa,24,18,3285,5954,-7.663771524146859,39.68092975313325,-7.66757457267001,39.52287448682613
Nisa,Vila Velha de Ródão,24,18,5954,3285,-7.66757457267001,39.52287448682613,-7.663771524146859,39.68092975313325
Vila Velha de Ródão,Mação,45,28,3285,6402,-7.663771524146859,39.68092975313325,-7.974880819137564,39.605177395759
Mação,Vila Velha de Ródão,45,28,6402,3285,-7.974880819137564,39.605177395759,-7.663771524146859,39.68092975313325
Vila de Rei,Mação,47,17,3279,6402,-8.14431245095124,39.68311813533474,-7.974880819137564,39.605177395759
Mação,Vila de Rei,47,17,6402,3279,-7.974880819137564,39.605177395759,-8.14431245095124,39.68311813533474
Vila de Rei,Sardoal,17,13,3279,3518,-8.14431245095124,39.68311813533474,-8.138506631959874,39.56297382381163
Sardoal,Vila de Rei,17,13,3518,3279,-8.138506631959874,39.56297382381163,-8.14431245095124,39.68311813533474
Vila de Rei,Abrantes,31,29,3279,34336,-8.14431245095124,39.68311813533474,-8.157854179118361,39.42630733386746
Abrantes,Vila de Rei,31,29,34336,3279,-8.157854179118361,39.42630733386746,-8.14431245095124,39.68311813533474
Vila de Rei,Ferreira do Zêzere,53,15,3279,7801,-8.14431245095124,39.68311813533474,-8.316881376963932,39.721355363835016
Ferreira do Zêzere,Vila de Rei,53,15,7801,3279,-8.316881376963932,39.721355363835016,-8.14431245095124,39.68311813533474
Vila de Rei,Tomar,61,23,3279,36414,-8.14431245095124,39.68311813533474,-8.38675417556752,39.60290410026
Tomar,Vila de Rei,61,23,36414,3279,-8.38675417556752,39.60290410026,-8.14431245095124,39.68311813533474
Castelo de Vide,Crato,26,21,3116,3225,-7.493320130893189,39.46456216870239,-7.645040843950545,39.313317410954966
Crato,Castelo de Vide,26,21,3225,3116,-7.645040843950545,39.313317410954966,-7.493320130893189,39.46456216870239
Castelo de Vide,Marvão,16,13,3116,3021,-7.493320130893189,39.46456216870239,-7.362796719993891,39.40530835388261
Marvão,Castelo de Vide,16,13,3021,3116,-7.362796719993891,39.40530835388261,-7.493320130893189,39.46456216870239
Castelo de Vide,Nisa,24,16,3116,5954,-7.493320130893189,39.46456216870239,-7.66757457267001,39.52287448682613
Nisa,Castelo de Vide,24,16,5954,3116,-7.66757457267001,39.52287448682613,-7.493320130893189,39.46456216870239
Castelo de Vide,Portalegre,20,23,3116,22341,-7.493320130893189,39.46456216870239,-7.399574065956844,39.26927525229696
Portalegre,Castelo de Vide,20,23,22341,3116,-7.399574065956844,39.26927525229696,-7.493320130893189,39.46456216870239
Crato,Gavião,40,26,3225,3394,-7.645040843950545,39.313317410954966,-7.895014030576257,39.43883501953097
Gavião,Crato,40,26,3394,3225,-7.895014030576257,39.43883501953097,-7.645040843950545,39.313317410954966
Crato,Nisa,24,23,3225,5954,-7.645040843950545,39.313317410954966,-7.66757457267001,39.52287448682613
Nisa,Crato,24,23,5954,3225,-7.66757457267001,39.52287448682613,-7.645040843950545,39.313317410954966
Crato,Portalegre,26,22,3225,22341,-7.645040843950545,39.313317410954966,-7.399574065956844,39.26927525229696
Portalegre,Crato,26,22,22341,3225,-7.399574065956844,39.26927525229696,-7.645040843950545,39.313317410954966
Crato,Alter do Chão,17,13,3225,3044,-7.645040843950545,39.313317410954966,-7.7248889284115565,39.212976446306165
Alter do Chão,Crato,17,13,3044,3225,-7.7248889284115565,39.212976446306165,-7.645040843950545,39.313317410954966
Crato,Monforte,42,35,3225,2992,-7.645040843950545,39.313317410954966,-7.435389249882267,39.047887409425954
Monforte,Crato,42,35,2992,3225,-7.435389249882267,39.047887409425954,-7.645040843950545,39.313317410954966
Crato,Ponte de Sor,48,40,3225,15249,-7.645040843950545,39.313317410954966,-8.082406506733108,39.18793604455897
Ponte de Sor,Crato,48,40,15249,3225,-8.082406506733108,39.18793604455897,-7.645040843950545,39.313317410954966
Gavião,Nisa,25,22,3394,5954,-7.895014030576257,39.43883501953097,-7.66757457267001,39.52287448682613
Nisa,Gavião,25,22,5954,3394,-7.66757457267001,39.52287448682613,-7.895014030576257,39.43883501953097
Gavião,Ponte de Sor,30,32,3394,15249,-7.895014030576257,39.43883501953097,-8.082406506733108,39.18793604455897
Ponte de Sor,Gavião,30,32,15249,3394,-8.082406506733108,39.18793604455897,-7.895014030576257,39.43883501953097
Gavião,Mação,25,20,3394,6402,-7.895014030576257,39.43883501953097,-7.974880819137564,39.605177395759
Mação,Gavião,25,20,6402,3394,-7.974880819137564,39.605177395759,-7.895014030576257,39.43883501953097
Gavião,Abrantes,30,23,3394,34336,-7.895014030576257,39.43883501953097,-8.157854179118361,39.42630733386746
Abrantes,Gavião,30,23,34336,3394,-8.157854179118361,39.42630733386746,-7.895014030576257,39.43883501953097
Marvão,Portalegre,35,15,3021,22341,-7.362796719993891,39.40530835388261,-7.399574065956844,39.26927525229696
Portalegre,Marvão,35,15,22341,3021,-7.399574065956844,39.26927525229696,-7.362796719993891,39.40530835388261
Nisa,Mação,48,28,5954,6402,-7.66757457267001,39.52287448682613,-7.974880819137564,39.605177395759
Mação,Nisa,48,28,6402,5954,-7.974880819137564,39.605177395759,-7.66757457267001,39.52287448682613
Portalegre,Monforte,28,25,22341,2992,-7.399574065956844,39.26927525229696,-7.435389249882267,39.047887409425954
Monforte,Portalegre,28,25,2992,22341,-7.435389249882267,39.047887409425954,-7.399574065956844,39.26927525229696
Portalegre,Arronches,20,22,22341,2789,-7.399574065956844,39.26927525229696,-7.24334645543592,39.11686309009945
Arronches,Portalegre,20,22,2789,22341,-7.24334645543592,39.11686309009945,-7.399574065956844,39.26927525229696
Alter do Chão,Avis,46,23,3044,3812,-7.7248889284115565,39.212976446306165,-7.912853767449529,39.06968658259846
Avis,Alter do Chão,46,23,3812,3044,-7.912853767449529,39.06968658259846,-7.7248889284115565,39.212976446306165
Alter do Chão,Fronteira,24,17,3044,2858,-7.7248889284115565,39.212976446306165,-7.626643858202397,39.076012600562066
Fronteira,Alter do Chão,24,17,2858,3044,-7.626643858202397,39.076012600562066,-7.7248889284115565,39.212976446306165
Alter do Chão,Monforte,31,31,3044,2992,-7.7248889284115565,39.212976446306165,-7.435389249882267,39.047887409425954
Monforte,Alter do Chão,31,31,2992,3044,-7.435389249882267,39.047887409425954,-7.7248889284115565,39.212976446306165
Alter do Chão,Ponte de Sor,31,31,3044,15249,-7.7248889284115565,39.212976446306165,-8.082406506733108,39.18793604455897
Ponte de Sor,Alter do Chão,31,31,15249,3044,-8.082406506733108,39.18793604455897,-7.7248889284115565,39.212976446306165
Arronches,Campo Maior,22,19,2789,8042,-7.24334645543592,39.11686309009945,-7.050470290918642,39.026195217693214
Campo Maior,Arronches,22,19,8042,2789,-7.050470290918642,39.026195217693214,-7.24334645543592,39.11686309009945
Arronches,Elvas,129,23,2789,20733,-7.24334645543592,39.11686309009945,-7.228859983573215,38.910495288765915
Elvas,Arronches,129,23,20733,2789,-7.228859983573215,38.910495288765915,-7.24334645543592,39.11686309009945
Arronches,Monforte,48,18,2789,2992,-7.24334645543592,39.11686309009945,-7.435389249882267,39.047887409425954
Monforte,Arronches,48,18,2992,2789,-7.435389249882267,39.047887409425954,-7.24334645543592,39.11686309009945
Avis,Fronteira,25,25,3812,2858,-7.912853767449529,39.06968658259846,-7.626643858202397,39.076012600562066
Fronteira,Avis,25,25,2858,3812,-7.626643858202397,39.076012600562066,-7.912853767449529,39.06968658259846
Avis,Ponte de Sor,29,20,3812,15249,-7.912853767449529,39.06968658259846,-8.082406506733108,39.18793604455897
Ponte de Sor,Avis,29,20,15249,3812,-8.082406506733108,39.18793604455897,-7.912853767449529,39.06968658259846
Avis,Sousel,34,19,3812,4360,-7.912853767449529,39.06968658259846,-7.739473268315523,38.961516215833015
Sousel,Avis,34,19,4360,3812,-7.739473268315523,38.961516215833015,-7.912853767449529,39.06968658259846
Avis,Mora,36,23,3812,4135,-7.912853767449529,39.06968658259846,-8.088821998396632,38.918895448503484
Mora,Avis,36,23,4135,3812,-8.088821998396632,38.918895448503484,-7.912853767449529,39.06968658259846
Campo Maior,Elvas,27,20,8042,20733,-7.050470290918642,39.026195217693214,-7.228859983573215,38.910495288765915
Elvas,Campo Maior,27,20,20733,8042,-7.228859983573215,38.910495288765915,-7.050470290918642,39.026195217693214
Elvas,Monforte,81,23,20733,2992,-7.228859983573215,38.910495288765915,-7.435389249882267,39.047887409425954
Monforte,Elvas,81,23,2992,20733,-7.435389249882267,39.047887409425954,-7.228859983573215,38.910495288765915
Elvas,Alandroal,55,35,20733,5015,-7.228859983573215,38.910495288765915,-7.382895944980037,38.615770504355915
Alandroal,Elvas,55,35,5015,20733,-7.382895944980037,38.615770504355915,-7.228859983573215,38.910495288765915
Elvas,Borba,39,23,20733,6428,-7.228859983573215,38.910495288765915,-7.469346100863892,38.81653293091597
Borba,Elvas,39,23,6428,20733,-7.469346100863892,38.81653293091597,-7.228859983573215,38.910495288765915
Elvas,Vila Viçosa,49,19,20733,7388,-7.228859983573215,38.910495288765915,-7.353157530054727,38.76889207625713
Vila Viçosa,Elvas,49,19,7388,20733,-7.353157530054727,38.76889207625713,-7.228859983573215,38.910495288765915
Fronteira,Monforte,20,17,2858,2992,-7.626643858202397,39.076012600562066,-7.435389249882267,39.047887409425954
Monforte,Fronteira,20,17,2992,2858,-7.435389249882267,39.047887409425954,-7.626643858202397,39.076012600562066
Fronteira,Sousel,12,16,2858,4360,-7.626643858202397,39.076012600562066,-7.739473268315523,38.961516215833015
Sousel,Fronteira,12,16,4360,2858,-7.739473268315523,38.961516215833015,-7.626643858202397,39.076012600562066
Fronteira,Estremoz,29,26,2858,12683,-7.626643858202397,39.076012600562066,-7.613675493283347,38.845462055771996
Estremoz,Fronteira,29,26,12683,2858,-7.613675493283347,38.845462055771996,-7.626643858202397,39.076012600562066
Monforte,Borba,89,26,2992,6428,-7.435389249882267,39.047887409425954,-7.469346100863892,38.81653293091597
Borba,Monforte,89,26,6428,2992,-7.469346100863892,38.81653293091597,-7.435389249882267,39.047887409425954
Monforte,Estremoz,30,27,2992,12683,-7.435389249882267,39.047887409425954,-7.613675493283347,38.845462055771996
Estremoz,Monforte,30,27,12683,2992,-7.613675493283347,38.845462055771996,-7.435389249882267,39.047887409425954
Ponte de Sor,Abrantes,30,27,15249,34336,-8.082406506733108,39.18793604455897,-8.157854179118361,39.42630733386746
Abrantes,Ponte de Sor,30,27,34336,15249,-8.157854179118361,39.42630733386746,-8.082406506733108,39.18793604455897
Ponte de Sor,Chamusca,69,27,15249,8530,-8.082406506733108,39.18793604455897,-8.38035277071246,39.27164681004185
Chamusca,Ponte de Sor,69,27,8530,15249,-8.38035277071246,39.27164681004185,-8.082406506733108,39.18793604455897
Ponte de Sor,Coruche,77,42,15249,17356,-8.082406506733108,39.18793604455897,-8.447521675494004,38.940217593415
Coruche,Ponte de Sor,77,42,17356,15249,-8.447521675494004,38.940217593415,-8.082406506733108,39.18793604455897
Ponte de Sor,Mora,40,30,15249,4135,-8.082406506733108,39.18793604455897,-8.088821998396632,38.918895448503484
Mora,Ponte de Sor,40,30,4135,15249,-8.088821998396632,38.918895448503484,-8.082406506733108,39.18793604455897
Sousel,Arraiolos,38,25,4360,6619,-7.739473268315523,38.961516215833015,-7.916372671272062,38.786756444824846
Arraiolos,Sousel,38,25,6619,4360,-7.916372671272062,38.786756444824846,-7.739473268315523,38.961516215833015
Sousel,Mora,67,31,4360,4135,-7.739473268315523,38.961516215833015,-8.088821998396632,38.918895448503484
Mora,Sousel,67,31,4135,4360,-8.088821998396632,38.918895448503484,-7.739473268315523,38.961516215833015
Sousel,Estremoz,18,17,4360,12683,-7.739473268315523,38.961516215833015,-7.613675493283347,38.845462055771996
Estremoz,Sousel,18,17,12683,4360,-7.613675493283347,38.845462055771996,-7.739473268315523,38.961516215833015
Alvaiázere,Ansião,17,13,6239,11645,-8.395410826742284,39.81924806569884,-8.438679029208814,39.93416043631234
Ansião,Alvaiázere,17,13,11645,6239,-8.438679029208814,39.93416043631234,-8.395410826742284,39.81924806569884
Alvaiázere,Figueiró dos Vinhos,18,15,6239,5281,-8.395410826742284,39.81924806569884,-8.282069512895818,39.92521554881996
Figueiró dos Vinhos,Alvaiázere,18,15,5281,6239,-8.282069512895818,39.92521554881996,-8.395410826742284,39.81924806569884
Alvaiázere,Pombal,42,27,6239,51170,-8.395410826742284,39.81924806569884,-8.677701518132706,39.92659636556753
Pombal,Alvaiázere,42,27,51170,6239,-8.677701518132706,39.92659636556753,-8.395410826742284,39.81924806569884
Alvaiázere,Ferreira do Zêzere,29,13,6239,7801,-8.395410826742284,39.81924806569884,-8.316881376963932,39.721355363835016
Ferreira do Zêzere,Alvaiázere,29,13,7801,6239,-8.316881376963932,39.721355363835016,-8.395410826742284,39.81924806569884
Alvaiázere,Ourém,50,21,6239,44538,-8.395410826742284,39.81924806569884,-8.574230410855822,39.6923769020868
Ourém,Alvaiázere,50,21,44538,6239,-8.574230410855822,39.6923769020868,-8.395410826742284,39.81924806569884
Ansião,Figueiró dos Vinhos,17,13,11645,5281,-8.438679029208814,39.93416043631234,-8.282069512895818,39.92521554881996
Figueiró dos Vinhos,Ansião,17,13,5281,11645,-8.282069512895818,39.92521554881996,-8.438679029208814,39.93416043631234
Ansião,Pombal,26,20,11645,51170,-8.438679029208814,39.93416043631234,-8.677701518132706,39.92659636556753
Pombal,Ansião,26,20,51170,11645,-8.677701518132706,39.92659636556753,-8.438679029208814,39.93416043631234
Batalha,Leiria,30,17,15558,128616,-8.765542552593168,39.63705579067835,-8.80234460763336,39.78947797128019
Leiria,Batalha,30,17,128616,15558,-8.80234460763336,39.78947797128019,-8.765542552593168,39.63705579067835
Batalha,Porto de Mós,11,10,15558,23203,-8.765542552593168,39.63705579067835,-8.817007852683412,39.55791930450717
Porto de Mós,Batalha,11,10,23203,15558,-8.817007852683412,39.55791930450717,-8.765542552593168,39.63705579067835
Batalha,Alcanena,41,19,15558,12473,-8.765542552593168,39.63705579067835,-8.689303636438702,39.472361676546925
Alcanena,Batalha,41,19,12473,15558,-8.689303636438702,39.472361676546925,-8.765542552593168,39.63705579067835
Batalha,Ourém,19,17,15558,44538,-8.765542552593168,39.63705579067835,-8.574230410855822,39.6923769020868
Ourém,Batalha,19,17,44538,15558,-8.574230410855822,39.6923769020868,-8.765542552593168,39.63705579067835
Castanheira de Pera,Figueiró dos Vinhos,14,13,2657,5281,-8.195807367068257,40.01994991558458,-8.282069512895818,39.92521554881996
Figueiró dos Vinhos,Castanheira de Pera,14,13,5281,2657,-8.282069512895818,39.92521554881996,-8.195807367068257,40.01994991558458
Figueiró dos Vinhos,Ferreira do Zêzere,46,23,5281,7801,-8.282069512895818,39.92521554881996,-8.316881376963932,39.721355363835016
Ferreira do Zêzere,Figueiró dos Vinhos,46,23,7801,5281,-8.316881376963932,39.721355363835016,-8.282069512895818,39.92521554881996
Figueiró dos Vinhos,Pedrógão Grande,11,9,5281,3391,-8.282069512895818,39.92521554881996,-8.182581184218343,39.93493191974301
Pedrógão Grande,Figueiró dos Vinhos,11,9,3391,5281,-8.182581184218343,39.93493191974301,-8.282069512895818,39.92521554881996
Leiria,Marinha Grande,18,13,128616,39032,-8.80234460763336,39.78947797128019,-8.952578623325667,39.78518061283878
Marinha Grande,Leiria,18,13,39032,128616,-8.952578623325667,39.78518061283878,-8.80234460763336,39.78947797128019
Leiria,Pombal,37,19,128616,51170,-8.80234460763336,39.78947797128019,-8.677701518132706,39.92659636556753
Pombal,Leiria,37,19,51170,128616,-8.677701518132706,39.92659636556753,-8.80234460763336,39.78947797128019
Leiria,Porto de Mós,27,26,128616,23203,-8.80234460763336,39.78947797128019,-8.817007852683412,39.55791930450717
Porto de Mós,Leiria,27,26,23203,128616,-8.817007852683412,39.55791930450717,-8.80234460763336,39.78947797128019
Leiria,Alcobaça,37,31,128616,54973,-8.80234460763336,39.78947797128019,-8.990652053530782,39.55230497686095
Alcobaça,Leiria,37,31,54973,128616,-8.990652053530782,39.55230497686095,-8.80234460763336,39.78947797128019
Leiria,Ourém,32,22,128616,44538,-8.80234460763336,39.78947797128019,-8.574230410855822,39.6923769020868
Ourém,Leiria,32,22,44538,128616,-8.574230410855822,39.6923769020868,-8.80234460763336,39.78947797128019
Marinha Grande,Alcobaça,36,26,39032,54973,-8.952578623325667,39.78518061283878,-8.990652053530782,39.55230497686095
Alcobaça,Marinha Grande,36,26,54973,39032,-8.990652053530782,39.55230497686095,-8.952578623325667,39.78518061283878
Pombal,Ourém,48,28,51170,44538,-8.677701518132706,39.92659636556753,-8.574230410855822,39.6923769020868
Ourém,Pombal,48,28,44538,51170,-8.574230410855822,39.6923769020868,-8.677701518132706,39.92659636556753
Porto de Mós,Alcobaça,22,15,23203,54973,-8.817007852683412,39.55791930450717,-8.990652053530782,39.55230497686095
Alcobaça,Porto de Mós,22,15,54973,23203,-8.990652053530782,39.55230497686095,-8.817007852683412,39.55791930450717
Porto de Mós,Rio Maior,51,26,23203,21005,-8.817007852683412,39.55791930450717,-8.901418654035188,39.32892964865985
Rio Maior,Porto de Mós,51,26,21005,23203,-8.901418654035188,39.32892964865985,-8.817007852683412,39.55791930450717
Porto de Mós,Santarém,56,26,23203,58671,-8.817007852683412,39.55791930450717,-8.72919461331333,39.33699332591557
Santarém,Porto de Mós,56,26,58671,23203,-8.72919461331333,39.33699332591557,-8.817007852683412,39.55791930450717
Porto de Mós,Alcanena,30,15,23203,12473,-8.817007852683412,39.55791930450717,-8.689303636438702,39.472361676546925
Alcanena,Porto de Mós,30,15,12473,23203,-8.689303636438702,39.472361676546925,-8.817007852683412,39.55791930450717
Alcobaça,Nazaré,16,7,54973,14885,-8.990652053530782,39.55230497686095,-9.045009883549668,39.594634315765475
Nazaré,Alcobaça,16,7,14885,54973,-9.045009883549668,39.594634315765475,-8.990652053530782,39.55230497686095
Alcobaça,Rio Maior,50,26,54973,21005,-8.990652053530782,39.55230497686095,-8.901418654035188,39.32892964865985
Rio Maior,Alcobaça,50,26,21005,54973,-8.901418654035188,39.32892964865985,-8.990652053530782,39.55230497686095
Mação,Sardoal,30,15,6402,3518,-7.974880819137564,39.605177395759,-8.138506631959874,39.56297382381163
Sardoal,Mação,30,15,3518,6402,-8.138506631959874,39.56297382381163,-7.974880819137564,39.605177395759
Mação,Abrantes,28,25,6402,34336,-7.974880819137564,39.605177395759,-8.157854179118361,39.42630733386746
Abrantes,Mação,28,25,34336,6402,-8.157854179118361,39.42630733386746,-7.974880819137564,39.605177395759
Sardoal,Abrantes,14,15,3518,34336,-8.138506631959874,39.56297382381163,-8.157854179118361,39.42630733386746
Abrantes,Sardoal,14,15,34336,3518,-8.157854179118361,39.42630733386746,-8.138506631959874,39.56297382381163
Abrantes,Constância,12,11,34336,3799,-8.157854179118361,39.42630733386746,-8.291493597895446,39.425701408206066
Constância,Abrantes,12,11,3799,34336,-8.291493597895446,39.425701408206066,-8.157854179118361,39.42630733386746
Abrantes,Tomar,39,28,34336,36414,-8.157854179118361,39.42630733386746,-8.38675417556752,39.60290410026
Tomar,Abrantes,39,28,36414,34336,-8.38675417556752,39.60290410026,-8.157854179118361,39.42630733386746
Abrantes,Vila Nova da Barquinha,23,22,34336,7019,-8.157854179118361,39.42630733386746,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Abrantes,23,22,7019,34336,-8.400404994883598,39.48167962956497,-8.157854179118361,39.42630733386746
Abrantes,Chamusca,39,26,34336,8530,-8.157854179118361,39.42630733386746,-8.38035277071246,39.27164681004185
Chamusca,Abrantes,39,26,8530,34336,-8.38035277071246,39.27164681004185,-8.157854179118361,39.42630733386746
Alcanena,Torres Novas,12,12,12473,34114,-8.689303636438702,39.472361676546925,-8.550816940507707,39.505551902044225
Torres Novas,Alcanena,12,12,34114,12473,-8.550816940507707,39.505551902044225,-8.689303636438702,39.472361676546925
Alcanena,Santarém,35,15,12473,58671,-8.689303636438702,39.472361676546925,-8.72919461331333,39.33699332591557
Santarém,Alcanena,35,15,58671,12473,-8.72919461331333,39.33699332591557,-8.689303636438702,39.472361676546925
Constância,Vila Nova da Barquinha,15,11,3799,7019,-8.291493597895446,39.425701408206066,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Constância,15,11,7019,3799,-8.400404994883598,39.48167962956497,-8.291493597895446,39.425701408206066
Constância,Chamusca,28,19,3799,8530,-8.291493597895446,39.425701408206066,-8.38035277071246,39.27164681004185
Chamusca,Constância,28,19,8530,3799,-8.38035277071246,39.27164681004185,-8.291493597895446,39.425701408206066
Entroncamento,Golegã,73,10,20141,5400,-8.47865790849273,39.46436643592606,-8.511047406483689,39.3820640475617
Golegã,Entroncamento,73,10,5400,20141,-8.511047406483689,39.3820640475617,-8.47865790849273,39.46436643592606
Entroncamento,Torres Novas,9,8,20141,34114,-8.47865790849273,39.46436643592606,-8.550816940507707,39.505551902044225
Torres Novas,Entroncamento,9,8,34114,20141,-8.550816940507707,39.505551902044225,-8.47865790849273,39.46436643592606
Entroncamento,Vila Nova da Barquinha,18,7,20141,7019,-8.47865790849273,39.46436643592606,-8.400404994883598,39.48167962956497
Vila Nova da Barquinha,Entroncamento,18,7,7019,20141,-8.400404994883598,39.48167962956497,-8.47865790849273,39.46436643592606
