Município 1,Município 2,Distancia (km),Distancia Euclidiana,População 1,População 2,Pos_X 1,Pos_Y 1,Pos_X 2,Pos_Y 2
Montalegre,Terras de Bouro,62,28,9261,6358,-7.851366514837408,41.7755870474121,-8.191185967648028,41.73907448233692
Terras de Bouro,Montalegre,62,28,6358,9261,-8.191185967648028,41.73907448233692,-7.851366514837408,41.7755870474121
Montalegre,Vieira do Minho,52,26,9261,11956,-7.851366514837408,41.7755870474121,-8.103965649075766,41.63148067843542
Vieira do Minho,Montalegre,52,26,11956,9261,-8.103965649075766,41.63148067843542,-7.851366514837408,41.7755870474121
Montalegre,Cabeceiras de Basto,78,28,9261,15560,-7.851366514837408,41.7755870474121,-7.953908100076553,41.54017003262393
Cabeceiras de Basto,Montalegre,78,28,15560,9261,-7.953908100076553,41.54017003262393,-7.851366514837408,41.7755870474121
Montalegre,Chaves,55,34,9261,37592,-7.851366514837408,41.7755870474121,-7.437068214312391,41.75020740128188
Chaves,Montalegre,55,34,37592,9261,-7.437068214312391,41.75020740128188,-7.851366514837408,41.7755870474121
Montalegre,Boticas,36,15,9261,5000,-7.851366514837408,41.7755870474121,-7.7340184840106465,41.67594685458842
Boticas,Montalegre,36,15,5000,9261,-7.7340184840106465,41.67594685458842,-7.851366514837408,41.7755870474121
Guarda,Sabugal,26,24,40126,11283,-7.245049962709149,40.51952001463609,-7.0324605759737455,40.37328068028741
Sabugal,Guarda,26,24,11283,40126,-7.0324605759737455,40.37328068028741,-7.245049962709149,40.51952001463609
Guarda,Almeida,30,30,40126,5887,-7.245049962709149,40.51952001463609,-6.9139976335511415,40.62296668508492
Almeida,Guarda,30,30,5887,40126,-6.9139976335511415,40.62296668508492,-7.245049962709149,40.51952001463609
Guarda,Celorico da Beira,25,16,40126,6584,-7.245049962709149,40.51952001463609,-7.384944300028275,40.62230503447137
Celorico da Beira,Guarda,25,16,6584,40126,-7.384944300028275,40.62230503447137,-7.245049962709149,40.51952001463609
Guarda,Gouveia,54,28,40126,12223,-7.245049962709149,40.51952001463609,-7.580322766319451,40.50137511635114
Gouveia,Guarda,54,28,12223,40126,-7.580322766319451,40.50137511635114,-7.245049962709149,40.51952001463609
Guarda,Manteigas,40,27,40126,2909,-7.245049962709149,40.51952001463609,-7.520058748516354,40.39114451633846
Manteigas,Guarda,40,27,2909,40126,-7.520058748516354,40.39114451633846,-7.245049962709149,40.51952001463609
Guarda,Pinhel,30,27,40126,8092,-7.245049962709149,40.51952001463609,-7.110138308597869,40.74193412974325
Pinhel,Guarda,30,27,8092,40126,-7.110138308597869,40.74193412974325,-7.245049962709149,40.51952001463609
Guarda,Belmonte,28,22,40126,6205,-7.245049962709149,40.51952001463609,-7.329672759835621,40.330772441100336
Belmonte,Guarda,28,22,6205,40126,-7.329672759835621,40.330772441100336,-7.245049962709149,40.51952001463609
Guarda,Covilhã,47,40,40126,46457,-7.245049962709149,40.51952001463609,-7.562608695921052,40.25671498955834
Covilhã,Guarda,47,40,46457,40126,-7.562608695921052,40.25671498955834,-7.245049962709149,40.51952001463609
Torres Vedras,Cadaval,34,22,83075,13372,-9.260428367159026,39.10488964900676,-9.067545584943566,39.23490583544782
Cadaval,Torres Vedras,34,22,13372,83075,-9.067545584943566,39.23490583544782,-9.260428367159026,39.10488964900676
Torres Vedras,Lourinhã,20,16,83075,26246,-9.260428367159026,39.10488964900676,-9.269259027988687,39.24651553602731
Lourinhã,Torres Vedras,20,16,26246,83075,-9.269259027988687,39.24651553602731,-9.260428367159026,39.10488964900676
Torres Vedras,Alenquer,33,19,83075,44445,-9.260428367159026,39.10488964900676,-9.03906034177452,39.09816174598617
Alenquer,Torres Vedras,33,19,44445,83075,-9.03906034177452,39.09816174598617,-9.260428367159026,39.10488964900676
Torres Vedras,Mafra,30,17,83075,86521,-9.260428367159026,39.10488964900676,-9.308936475192633,38.96113742653085
Mafra,Torres Vedras,30,17,86521,83075,-9.308936475192633,38.96113742653085,-9.260428367159026,39.10488964900676
Torres Vedras,Sobral de Monte Agraço,17,15,83075,10541,-9.260428367159026,39.10488964900676,-9.160721556193684,38.99513867545812
Sobral de Monte Agraço,Torres Vedras,17,15,10541,83075,-9.160721556193684,38.99513867545812,-9.260428367159026,39.10488964900676
Cadaval,Lourinhã,24,17,13372,26246,-9.067545584943566,39.23490583544782,-9.269259027988687,39.24651553602731
Lourinhã,Cadaval,24,17,26246,13372,-9.269259027988687,39.24651553602731,-9.067545584943566,39.23490583544782
Cadaval,Caldas da Rainha,34,19,13372,50917,-9.067545584943566,39.23490583544782,-9.088160448673793,39.407542991315395
Caldas da Rainha,Cadaval,34,19,50917,13372,-9.088160448673793,39.407542991315395,-9.067545584943566,39.23490583544782
Cadaval,Bombarral,15,10,13372,12750,-9.067545584943566,39.23490583544782,-9.157918664057844,39.28409038639116
Bombarral,Cadaval,15,10,12750,13372,-9.157918664057844,39.28409038639116,-9.067545584943566,39.23490583544782
Cadaval,Rio Maior,32,18,13372,21005,-9.067545584943566,39.23490583544782,-8.901418654035188,39.32892964865985
Rio Maior,Cadaval,32,18,21005,13372,-8.901418654035188,39.32892964865985,-9.067545584943566,39.23490583544782
Cadaval,Alenquer,33,15,13372,44445,-9.067545584943566,39.23490583544782,-9.03906034177452,39.09816174598617
Alenquer,Cadaval,33,15,44445,13372,-9.03906034177452,39.09816174598617,-9.067545584943566,39.23490583544782
Cadaval,Azambuja,54,19,13372,21422,-9.067545584943566,39.23490583544782,-8.896864916134078,39.13368370175973
Azambuja,Cadaval,54,19,21422,13372,-8.896864916134078,39.13368370175973,-9.067545584943566,39.23490583544782
Lourinhã,Óbidos,25,15,26246,11924,-9.269259027988687,39.24651553602731,-9.189183909254917,39.363266894157555
Óbidos,Lourinhã,25,15,11924,26246,-9.189183909254917,39.363266894157555,-9.269259027988687,39.24651553602731
Lourinhã,Bombarral,17,10,26246,12750,-9.269259027988687,39.24651553602731,-9.157918664057844,39.28409038639116
Bombarral,Lourinhã,17,10,12750,26246,-9.157918664057844,39.28409038639116,-9.269259027988687,39.24651553602731
Torre de Moncorvo,Mogadouro,51,34,6826,8301,-7.016803647602916,41.17258537212017,-6.670045999368822,41.333376817102184
Mogadouro,Torre de Moncorvo,51,34,8301,6826,-6.670045999368822,41.333376817102184,-7.016803647602916,41.17258537212017
Torre de Moncorvo,Freixo de Espada à Cinta,35,17,6826,3216,-7.016803647602916,41.17258537212017,-6.832722564074793,41.11351482836146
Freixo de Espada à Cinta,Torre de Moncorvo,35,17,3216,6826,-6.832722564074793,41.11351482836146,-7.016803647602916,41.17258537212017
Torre de Moncorvo,Vila Nova de Foz Côa,27,19,6826,6305,-7.016803647602916,41.17258537212017,-7.169934300234465,41.05264516097899
Vila Nova de Foz Côa,Torre de Moncorvo,27,19,6305,6826,-7.169934300234465,41.05264516097899,-7.016803647602916,41.17258537212017
Torre de Moncorvo,Alfândega da Fé,59,20,6826,4324,-7.016803647602916,41.17258537212017,-6.95112182253035,41.34984765681622
Alfândega da Fé,Torre de Moncorvo,59,20,4324,6826,-6.95112182253035,41.34984765681622,-7.016803647602916,41.17258537212017
Torre de Moncorvo,Carrazeda de Ansiães,53,25,6826,5491,-7.016803647602916,41.17258537212017,-7.30802925747023,41.22802722393855
Carrazeda de Ansiães,Torre de Moncorvo,53,25,5491,6826,-7.30802925747023,41.22802722393855,-7.016803647602916,41.17258537212017
Torre de Moncorvo,Vila Flor,35,20,6826,6052,-7.016803647602916,41.17258537212017,-7.1594658792581924,41.32168773858766
Vila Flor,Torre de Moncorvo,35,20,6052,6826,-7.1594658792581924,41.32168773858766,-7.016803647602916,41.17258537212017
Mogadouro,Freixo de Espada à Cinta,43,28,8301,3216,-6.670045999368822,41.333376817102184,-6.832722564074793,41.11351482836146
Freixo de Espada à Cinta,Mogadouro,43,28,3216,8301,-6.832722564074793,41.11351482836146,-6.670045999368822,41.333376817102184
Mogadouro,Miranda do Douro,33,33,8301,6464,-6.670045999368822,41.333376817102184,-6.358504642069789,41.510612028737064
Miranda do Douro,Mogadouro,33,33,6464,8301,-6.358504642069789,41.510612028737064,-6.670045999368822,41.333376817102184
Mogadouro,Vimioso,37,29,8301,4149,-6.670045999368822,41.333376817102184,-6.530757428209479,41.570723792299674
Vimioso,Mogadouro,37,29,4149,8301,-6.530757428209479,41.570723792299674,-6.670045999368822,41.333376817102184
Mogadouro,Alfândega da Fé,41,24,8301,4324,-6.670045999368822,41.333376817102184,-6.95112182253035,41.34984765681622
Alfândega da Fé,Mogadouro,41,24,4324,8301,-6.95112182253035,41.34984765681622,-6.670045999368822,41.333376817102184
Mogadouro,Macedo de Cavaleiros,50,31,8301,14252,-6.670045999368822,41.333376817102184,-6.906297849588626,41.54336779616985
Macedo de Cavaleiros,Mogadouro,50,31,14252,8301,-6.906297849588626,41.54336779616985,-6.670045999368822,41.333376817102184
Freixo de Espada à Cinta,Figueira de Castelo Rodrigo,42,28,3216,5148,-6.832722564074793,41.11351482836146,-6.959444504618378,40.884463441877
Figueira de Castelo Rodrigo,Freixo de Espada à Cinta,42,28,5148,3216,-6.959444504618378,40.884463441877,-6.832722564074793,41.11351482836146
Freixo de Espada à Cinta,Vila Nova de Foz Côa,62,29,3216,6305,-6.832722564074793,41.11351482836146,-7.169934300234465,41.05264516097899
Vila Nova de Foz Côa,Freixo de Espada à Cinta,62,29,6305,3216,-7.169934300234465,41.05264516097899,-6.832722564074793,41.11351482836146
Porto,Matosinhos,13,7,231828,172586,-8.620862607546073,41.161687314524826,-8.671441202659276,41.21295951527703
Matosinhos,Porto,13,7,172586,231828,-8.671441202659276,41.21295951527703,-8.620862607546073,41.161687314524826
Porto,Vila Nova de Gaia,18,10,231828,303854,-8.620862607546073,41.161687314524826,-8.580569775829856,41.07446901341607
Vila Nova de Gaia,Porto,18,10,303854,231828,-8.580569775829856,41.07446901341607,-8.620862607546073,41.161687314524826
Porto,Gondomar,22,13,231828,164277,-8.620862607546073,41.161687314524826,-8.482956846523628,41.10958499057473
Gondomar,Porto,22,13,164277,231828,-8.482956846523628,41.10958499057473,-8.620862607546073,41.161687314524826
Porto,Maia,15,9,231828,134988,-8.620862607546073,41.161687314524826,-8.601338918323899,41.2449481835198
Maia,Porto,15,9,134988,231828,-8.601338918323899,41.2449481835198,-8.620862607546073,41.161687314524826
Matosinhos,Maia,11,7,172586,134988,-8.671441202659276,41.21295951527703,-8.601338918323899,41.2449481835198
Maia,Matosinhos,11,7,134988,172586,-8.601338918323899,41.2449481835198,-8.671441202659276,41.21295951527703
Matosinhos,Vila do Conde,19,14,172586,80831,-8.671441202659276,41.21295951527703,-8.682803290516459,41.33801928496797
Vila do Conde,Matosinhos,19,14,80831,172586,-8.682803290516459,41.33801928496797,-8.671441202659276,41.21295951527703
Vila Nova de Gaia,Gondomar,37,9,303854,164277,-8.580569775829856,41.07446901341607,-8.482956846523628,41.10958499057473
Gondomar,Vila Nova de Gaia,37,9,164277,303854,-8.482956846523628,41.10958499057473,-8.580569775829856,41.07446901341607
Vila Nova de Gaia,Espinho,27,10,303854,31045,-8.580569775829856,41.07446901341607,-8.625825815231877,40.99476457561224
Espinho,Vila Nova de Gaia,27,10,31045,303854,-8.625825815231877,40.99476457561224,-8.580569775829856,41.07446901341607
Vila Nova de Gaia,Santa Maria da Feira,21,13,303854,136715,-8.580569775829856,41.07446901341607,-8.510521377975994,40.96696035197306
Santa Maria da Feira,Vila Nova de Gaia,21,13,136715,303854,-8.510521377975994,40.96696035197306,-8.580569775829856,41.07446901341607
Gondomar,Maia,38,18,164277,134988,-8.482956846523628,41.10958499057473,-8.601338918323899,41.2449481835198
Maia,Gondomar,38,18,134988,164277,-8.601338918323899,41.2449481835198,-8.482956846523628,41.10958499057473
Gondomar,Castelo de Paiva,38,18,164277,15589,-8.482956846523628,41.10958499057473,-8.303043177434645,41.01824587971918
Castelo de Paiva,Gondomar,38,18,15589,164277,-8.303043177434645,41.01824587971918,-8.482956846523628,41.10958499057473
Gondomar,Penafiel,36,16,164277,69630,-8.482956846523628,41.10958499057473,-8.293813199928287,41.150631977554596
Penafiel,Gondomar,36,16,69630,164277,-8.293813199928287,41.150631977554596,-8.482956846523628,41.10958499057473
Gondomar,Arouca,48,28,164277,21154,-8.482956846523628,41.10958499057473,-8.251731185519262,40.92875843569452
Arouca,Gondomar,48,28,21154,164277,-8.251731185519262,40.92875843569452,-8.482956846523628,41.10958499057473
Gondomar,Paredes,33,11,164277,84371,-8.482956846523628,41.10958499057473,-8.39612953140082,41.181523535608584
Paredes,Gondomar,33,11,84371,164277,-8.39612953140082,41.181523535608584,-8.482956846523628,41.10958499057473
Gondomar,Valongo,21,11,164277,94697,-8.482956846523628,41.10958499057473,-8.494190523154021,41.206689828296724
Valongo,Gondomar,21,11,94697,164277,-8.494190523154021,41.206689828296724,-8.482956846523628,41.10958499057473
Gondomar,Santa Maria da Feira,22,16,164277,136715,-8.482956846523628,41.10958499057473,-8.510521377975994,40.96696035197306
Santa Maria da Feira,Gondomar,22,16,136715,164277,-8.510521377975994,40.96696035197306,-8.482956846523628,41.10958499057473
Maia,Vila do Conde,17,12,134988,80831,-8.601338918323899,41.2449481835198,-8.682803290516459,41.33801928496797
Vila do Conde,Maia,17,12,80831,134988,-8.682803290516459,41.33801928496797,-8.601338918323899,41.2449481835198
Maia,Santo Tirso,19,16,134988,67725,-8.601338918323899,41.2449481835198,-8.444031815452803,41.32087986330413
Santo Tirso,Maia,19,16,67725,134988,-8.444031815452803,41.32087986330413,-8.601338918323899,41.2449481835198
Maia,Trofa,15,8,134988,38554,-8.601338918323899,41.2449481835198,-8.567276173954152,41.311381122155524
Trofa,Maia,15,8,38554,134988,-8.567276173954152,41.311381122155524,-8.601338918323899,41.2449481835198
Maia,Valongo,24,10,134988,94697,-8.601338918323899,41.2449481835198,-8.494190523154021,41.206689828296724
Valongo,Maia,24,10,94697,134988,-8.494190523154021,41.206689828296724,-8.601338918323899,41.2449481835198
Castelo de Paiva,Penafiel,61,15,15589,69630,-8.303043177434645,41.01824587971918,-8.293813199928287,41.150631977554596
Penafiel,Castelo de Paiva,61,15,69630,15589,-8.293813199928287,41.150631977554596,-8.303043177434645,41.01824587971918
Castelo de Paiva,Arouca,55,11,15589,21154,-8.303043177434645,41.01824587971918,-8.251731185519262,40.92875843569452
Arouca,Castelo de Paiva,55,11,21154,15589,-8.251731185519262,40.92875843569452,-8.303043177434645,41.01824587971918
Castelo de Paiva,Cinfães,82,17,15589,17731,-8.303043177434645,41.01824587971918,-8.102576243135236,41.035234431468325
Cinfães,Castelo de Paiva,82,17,17731,15589,-8.102576243135236,41.035234431468325,-8.303043177434645,41.01824587971918
Castelo de Paiva,Marco de Canaveses,76,20,15589,49546,-8.303043177434645,41.01824587971918,-8.158309023918479,41.15557911011201
Marco de Canaveses,Castelo de Paiva,76,20,49546,15589,-8.158309023918479,41.15557911011201,-8.303043177434645,41.01824587971918
Paços de Ferreira,Santo Tirso,17,6,55598,67725,-8.380009954420922,41.2885137210025,-8.444031815452803,41.32087986330413
Santo Tirso,Paços de Ferreira,17,6,67725,55598,-8.444031815452803,41.32087986330413,-8.380009954420922,41.2885137210025
Paços de Ferreira,Paredes,19,12,55598,84371,-8.380009954420922,41.2885137210025,-8.39612953140082,41.181523535608584
Paredes,Paços de Ferreira,19,12,84371,55598,-8.39612953140082,41.181523535608584,-8.380009954420922,41.2885137210025
Paços de Ferreira,Valongo,22,13,55598,94697,-8.380009954420922,41.2885137210025,-8.494190523154021,41.206689828296724
Valongo,Paços de Ferreira,22,13,94697,55598,-8.494190523154021,41.206689828296724,-8.380009954420922,41.2885137210025
Paços de Ferreira,Lousada,13,9,55598,47376,-8.380009954420922,41.2885137210025,-8.275138485490372,41.285528460570575
Lousada,Paços de Ferreira,13,9,47376,55598,-8.275138485490372,41.285528460570575,-8.380009954420922,41.2885137210025
Barcelos,Esposende,32,11,116766,35138,-8.623726494841172,41.53670310261037,-8.75796965900712,41.54691680428023
Esposende,Barcelos,32,11,35138,116766,-8.75796965900712,41.54691680428023,-8.623726494841172,41.53670310261037
Barcelos,Viana do Castelo,36,23,116766,85784,-8.623726494841172,41.53670310261037,-8.759372832363615,41.716983736952194
Viana do Castelo,Barcelos,36,23,85784,116766,-8.759372832363615,41.716983736952194,-8.623726494841172,41.53670310261037
Barcelos,Ponte de Lima,29,25,116766,41169,-8.623726494841172,41.53670310261037,-8.587512308537269,41.75742361249485
Ponte de Lima,Barcelos,29,25,41169,116766,-8.587512308537269,41.75742361249485,-8.623726494841172,41.53670310261037
Barcelos,Vila Verde,27,22,116766,46446,-8.623726494841172,41.53670310261037,-8.443457335119254,41.68077233347429
Vila Verde,Barcelos,27,22,46446,116766,-8.443457335119254,41.68077233347429,-8.623726494841172,41.53670310261037
Barcelos,Póvoa de Varzim,22,15,116766,64257,-8.623726494841172,41.53670310261037,-8.717802152653245,41.41915009528276
Póvoa de Varzim,Barcelos,22,15,64257,116766,-8.717802152653245,41.41915009528276,-8.623726494841172,41.53670310261037
Barcelos,Vila Nova de Famalicão,31,17,116766,133574,-8.623726494841172,41.53670310261037,-8.503373365122068,41.40864468386866
Vila Nova de Famalicão,Barcelos,31,17,133574,116766,-8.503373365122068,41.40864468386866,-8.623726494841172,41.53670310261037
Barcelos,Braga,24,17,116766,193349,-8.623726494841172,41.53670310261037,-8.420924438115062,41.54447792372265
Braga,Barcelos,24,17,193349,116766,-8.420924438115062,41.54447792372265,-8.623726494841172,41.53670310261037
Esposende,Viana do Castelo,29,19,35138,85784,-8.75796965900712,41.54691680428023,-8.759372832363615,41.716983736952194
Viana do Castelo,Esposende,29,19,85784,35138,-8.759372832363615,41.716983736952194,-8.75796965900712,41.54691680428023
Esposende,Póvoa de Varzim,16,15,35138,64257,-8.75796965900712,41.54691680428023,-8.717802152653245,41.41915009528276
Póvoa de Varzim,Esposende,16,15,64257,35138,-8.717802152653245,41.41915009528276,-8.75796965900712,41.54691680428023
Viana do Castelo,Ponte de Lima,15,15,85784,41169,-8.759372832363615,41.716983736952194,-8.587512308537269,41.75742361249485
Ponte de Lima,Viana do Castelo,15,15,41169,85784,-8.587512308537269,41.75742361249485,-8.759372832363615,41.716983736952194
Ponte de Lima,Vila Verde,24,15,41169,46446,-8.587512308537269,41.75742361249485,-8.443457335119254,41.68077233347429
Vila Verde,Ponte de Lima,24,15,46446,41169,-8.443457335119254,41.68077233347429,-8.587512308537269,41.75742361249485
Ponte de Lima,Ponte da Barca,20,24,41169,11049,-8.587512308537269,41.75742361249485,-8.30984370176968,41.80673941746358
Ponte da Barca,Ponte de Lima,20,24,11049,41169,-8.30984370176968,41.80673941746358,-8.587512308537269,41.75742361249485
Ponte de Lima,Paredes de Coura,26,17,41169,8632,-8.587512308537269,41.75742361249485,-8.572112234299196,41.91018659743736
Paredes de Coura,Ponte de Lima,26,17,8632,41169,-8.572112234299196,41.91018659743736,-8.587512308537269,41.75742361249485
Ponte de Lima,Vila Nova de Cerveira,30,20,41169,8923,-8.587512308537269,41.75742361249485,-8.706562110859254,41.917255315675895
Vila Nova de Cerveira,Ponte de Lima,30,20,8923,41169,-8.706562110859254,41.917255315675895,-8.587512308537269,41.75742361249485
Ponte de Lima,Arcos de Valdevez,25,25,41169,20720,-8.587512308537269,41.75742361249485,-8.364516707142778,41.90286023640483
Arcos de Valdevez,Ponte de Lima,25,25,20720,41169,-8.364516707142778,41.90286023640483,-8.587512308537269,41.75742361249485
Vila Verde,Terras de Bouro,27,22,46446,6358,-8.443457335119254,41.68077233347429,-8.191185967648028,41.73907448233692
Terras de Bouro,Vila Verde,27,22,6358,46446,-8.191185967648028,41.73907448233692,-8.443457335119254,41.68077233347429
Vila Verde,Ponte da Barca,21,18,46446,11049,-8.443457335119254,41.68077233347429,-8.30984370176968,41.80673941746358
Ponte da Barca,Vila Verde,21,18,11049,46446,-8.30984370176968,41.80673941746358,-8.443457335119254,41.68077233347429
Vila Verde,Braga,15,15,46446,193349,-8.443457335119254,41.68077233347429,-8.420924438115062,41.54447792372265
Braga,Vila Verde,15,15,193349,46446,-8.420924438115062,41.54447792372265,-8.443457335119254,41.68077233347429
Vila Verde,Amares,15,9,46446,18595,-8.443457335119254,41.68077233347429,-8.345302403624839,41.65168124486512
Amares,Vila Verde,15,9,18595,46446,-8.345302403624839,41.65168124486512,-8.443457335119254,41.68077233347429
Terras de Bouro,Ponte da Barca,49,12,6358,11049,-8.191185967648028,41.73907448233692,-8.30984370176968,41.80673941746358
Ponte da Barca,Terras de Bouro,49,12,11049,6358,-8.30984370176968,41.80673941746358,-8.191185967648028,41.73907448233692
Terras de Bouro,Vieira do Minho,21,14,6358,11956,-8.191185967648028,41.73907448233692,-8.103965649075766,41.63148067843542
Vieira do Minho,Terras de Bouro,21,14,11956,6358,-8.103965649075766,41.63148067843542,-8.191185967648028,41.73907448233692
Terras de Bouro,Amares,32,16,6358,18595,-8.191185967648028,41.73907448233692,-8.345302403624839,41.65168124486512
Amares,Terras de Bouro,32,16,18595,6358,-8.345302403624839,41.65168124486512,-8.191185967648028,41.73907448233692
Póvoa de Varzim,Vila do Conde,13,9,64257,80831,-8.717802152653245,41.41915009528276,-8.682803290516459,41.33801928496797
Vila do Conde,Póvoa de Varzim,13,9,80831,64257,-8.682803290516459,41.33801928496797,-8.717802152653245,41.41915009528276
Póvoa de Varzim,Vila Nova de Famalicão,27,18,64257,133574,-8.717802152653245,41.41915009528276,-8.503373365122068,41.40864468386866
Vila Nova de Famalicão,Póvoa de Varzim,27,18,133574,64257,-8.503373365122068,41.40864468386866,-8.717802152653245,41.41915009528276
Vila do Conde,Vila Nova de Famalicão,22,17,80831,133574,-8.682803290516459,41.33801928496797,-8.503373365122068,41.40864468386866
Vila Nova de Famalicão,Vila do Conde,22,17,133574,80831,-8.503373365122068,41.40864468386866,-8.682803290516459,41.33801928496797
Vila do Conde,Trofa,15,10,80831,38554,-8.682803290516459,41.33801928496797,-8.567276173954152,41.311381122155524
Trofa,Vila do Conde,15,10,38554,80831,-8.567276173954152,41.311381122155524,-8.682803290516459,41.33801928496797
Ponte da Barca,Arcos de Valdevez,7,12,11049,20720,-8.30984370176968,41.80673941746358,-8.364516707142778,41.90286023640483
Arcos de Valdevez,Ponte da Barca,7,12,20720,11049,-8.364516707142778,41.90286023640483,-8.30984370176968,41.80673941746358
Figueira de Castelo Rodrigo,Vila Nova de Foz Côa,39,26,5148,6305,-6.959444504618378,40.884463441877,-7.169934300234465,41.05264516097899
Vila Nova de Foz Côa,Figueira de Castelo Rodrigo,39,26,6305,5148,-7.169934300234465,41.05264516097899,-6.959444504618378,40.884463441877
Figueira de Castelo Rodrigo,Almeida,41,29,5148,5887,-6.959444504618378,40.884463441877,-6.9139976335511415,40.62296668508492
Almeida,Figueira de Castelo Rodrigo,41,29,5887,5148,-6.9139976335511415,40.62296668508492,-6.959444504618378,40.884463441877
Figueira de Castelo Rodrigo,Pinhel,28,20,5148,8092,-6.959444504618378,40.884463441877,-7.110138308597869,40.74193412974325
Pinhel,Figueira de Castelo Rodrigo,28,20,8092,5148,-7.110138308597869,40.74193412974325,-6.959444504618378,40.884463441877
Penafiel,Marco de Canaveses,29,11,69630,49546,-8.293813199928287,41.150631977554596,-8.158309023918479,41.15557911011201
Marco de Canaveses,Penafiel,29,11,49546,69630,-8.158309023918479,41.15557911011201,-8.293813199928287,41.150631977554596
Penafiel,Paredes,16,9,69630,84371,-8.293813199928287,41.150631977554596,-8.39612953140082,41.181523535608584
Paredes,Penafiel,16,9,84371,69630,-8.39612953140082,41.181523535608584,-8.293813199928287,41.150631977554596
Penafiel,Amarante,34,25,69630,52119,-8.293813199928287,41.150631977554596,-8.042077162288951,41.272522052031995
Amarante,Penafiel,34,25,52119,69630,-8.042077162288951,41.272522052031995,-8.293813199928287,41.150631977554596
Penafiel,Lousada,23,15,69630,47376,-8.293813199928287,41.150631977554596,-8.275138485490372,41.285528460570575
Lousada,Penafiel,23,15,47376,69630,-8.275138485490372,41.285528460570575,-8.293813199928287,41.150631977554596
Arouca,Cinfães,91,17,21154,17731,-8.251731185519262,40.92875843569452,-8.102576243135236,41.035234431468325
Cinfães,Arouca,91,17,17731,21154,-8.102576243135236,41.035234431468325,-8.251731185519262,40.92875843569452
Arouca,Santa Maria da Feira,32,22,21154,136715,-8.251731185519262,40.92875843569452,-8.510521377975994,40.96696035197306
Santa Maria da Feira,Arouca,32,22,136715,21154,-8.510521377975994,40.96696035197306,-8.251731185519262,40.92875843569452
Arouca,Oliveira de Azeméis,38,21,21154,66190,-8.251731185519262,40.92875843569452,-8.468384893859428,40.84221202749806
Oliveira de Azeméis,Arouca,38,21,66190,21154,-8.468384893859428,40.84221202749806,-8.251731185519262,40.92875843569452
Arouca,Vale de Cambra,42,13,21154,21275,-8.251731185519262,40.92875843569452,-8.336237521563481,40.833230100813275
Vale de Cambra,Arouca,42,13,21275,21154,-8.336237521563481,40.833230100813275,-8.251731185519262,40.92875843569452
Arouca,Castro Daire,127,27,21154,13736,-8.251731185519262,40.92875843569452,-7.932917028817182,40.91289148475827
Castro Daire,Arouca,127,27,13736,21154,-7.932917028817182,40.91289148475827,-8.251731185519262,40.92875843569452
Arouca,São Pedro do Sul,102,18,21154,15137,-8.251731185519262,40.92875843569452,-8.094636712714705,40.81639462231096
São Pedro do Sul,Arouca,102,18,15137,21154,-8.094636712714705,40.81639462231096,-8.251731185519262,40.92875843569452
Cinfães,Marco de Canaveses,48,14,17731,49546,-8.102576243135236,41.035234431468325,-8.158309023918479,41.15557911011201
Marco de Canaveses,Cinfães,48,14,49546,17731,-8.158309023918479,41.15557911011201,-8.102576243135236,41.035234431468325
Cinfães,Baião,65,17,17731,17535,-8.102576243135236,41.035234431468325,-7.989251312375092,41.157566585762616
Baião,Cinfães,65,17,17535,17731,-7.989251312375092,41.157566585762616,-8.102576243135236,41.035234431468325
Cinfães,Resende,24,14,17731,10051,-8.102576243135236,41.035234431468325,-7.93977191806962,41.076216150780915
Resende,Cinfães,24,14,10051,17731,-7.93977191806962,41.076216150780915,-8.102576243135236,41.035234431468325
Cinfães,Castro Daire,36,20,17731,13736,-8.102576243135236,41.035234431468325,-7.932917028817182,40.91289148475827
Castro Daire,Cinfães,36,20,13736,17731,-7.932917028817182,40.91289148475827,-8.102576243135236,41.035234431468325
Marco de Canaveses,Baião,45,14,49546,17535,-8.158309023918479,41.15557911011201,-7.989251312375092,41.157566585762616
Baião,Marco de Canaveses,45,14,17535,49546,-7.989251312375092,41.157566585762616,-8.158309023918479,41.15557911011201
Marco de Canaveses,Amarante,24,16,49546,52119,-8.158309023918479,41.15557911011201,-8.042077162288951,41.272522052031995
Amarante,Marco de Canaveses,24,16,52119,49546,-8.042077162288951,41.272522052031995,-8.158309023918479,41.15557911011201
Vizela,Guimarães,12,10,23901,156849,-8.295615092070769,41.373322301395696,-8.315573772788522,41.460833313361974
Guimarães,Vizela,12,10,156849,23901,-8.315573772788522,41.460833313361974,-8.295615092070769,41.373322301395696
Vizela,Felgueiras,17,8,23901,55855,-8.295615092070769,41.373322301395696,-8.201585145668254,41.350599403724694
Felgueiras,Vizela,17,8,55855,23901,-8.201585145668254,41.350599403724694,-8.295615092070769,41.373322301395696
Vizela,Santo Tirso,20,14,23901,67725,-8.295615092070769,41.373322301395696,-8.444031815452803,41.32087986330413
Santo Tirso,Vizela,20,14,67725,23901,-8.444031815452803,41.32087986330413,-8.295615092070769,41.373322301395696
Vizela,Lousada,16,10,23901,47376,-8.295615092070769,41.373322301395696,-8.275138485490372,41.285528460570575
Lousada,Vizela,16,10,47376,23901,-8.275138485490372,41.285528460570575,-8.295615092070769,41.373322301395696
Guimarães,Felgueiras,21,16,156849,55855,-8.315573772788522,41.460833313361974,-8.201585145668254,41.350599403724694
